
Fecha: 11-12-2019 04:49:08 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/cursos
Fecha: 12-12-2019 05:19:10 || ID: 2 || Nombre: Marcelo Osinaga osinaga255@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
Fecha: 12-12-2019 05:20:58 || ID: 2 || Nombre: Marcelo Osinaga osinaga255@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
Fecha: 12-12-2019 13:15:33 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/cursos
Fecha: 12-12-2019 13:16:04 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/cursos
Fecha: 12-12-2019 13:16:14 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/cursos
Fecha: 12-12-2019 13:16:45 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
Fecha: 12-12-2019 13:17:12 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
Fecha: 12-12-2019 13:18:07 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
Fecha: 12-12-2019 13:18:54 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/cursos
Fecha: 12-12-2019 13:19:00 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/cursos
Fecha: 12-12-2019 13:19:03 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/cursos
Fecha: 12-12-2019 13:19:40 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/cursos
Fecha: 12-12-2019 13:19:45 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
Fecha: 12-12-2019 13:20:02 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/cursos
Fecha: 12-12-2019 13:21:16 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/cursos
Fecha: 12-12-2019 13:21:21 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
Fecha: 12-12-2019 13:25:59 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
Fecha: 12-12-2019 13:39:35 || ID: 2 || Nombre: Marcelo Osinaga osinaga255@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
Fecha: 12-12-2019 13:39:53 || ID: 2 || Nombre: Marcelo Osinaga osinaga255@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
Fecha: 12-12-2019 13:40:15 || ID: 2 || Nombre: Marcelo Osinaga osinaga255@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
Fecha: 12-12-2019 13:45:13 || ID: 2 || Nombre: Marcelo Osinaga osinaga255@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
Fecha: 12-12-2019 13:49:31 || ID: 2 || Nombre: Marcelo Osinaga osinaga255@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
Fecha: 12-12-2019 15:18:09 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/cursos
Fecha: 12-12-2019 15:18:17 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/cursos
Fecha: 12-12-2019 15:18:28 || ID: 1 || Nombre: Admin admin@gmail.com || IP: 127.0.0.1 || Url: http://localhost:8000/adm/temarios
